,number,name,position,position_cod,V,G,A,R,RS,AG,AM,ES,FV,team,dots,yyss
0,0,Sportiello M.,Por,P,6.5,-1.0,,,,,,,5.5,Atalanta,6,2014-15
1,0,Zappacosta D.,Dif,D,5.5,,,,,,,,5.5,Atalanta,6,2014-15
2,0,Drame' B.,Dif,D,6.0,,,,,,,,6.0,Atalanta,6,2014-15
3,0,Biava G.,Dif,D,6.0,,,,,,1.0,,5.5,Atalanta,6,2014-15
4,0,Benalouane Y.,Dif,D,5.0,,,,,,1.0,,4.5,Atalanta,6,2014-15
5,0,Cigarini L.,Cen,C,6.5,,,,,,,,6.5,Atalanta,6,2014-15
6,0,Estigarribia M.,Cen,C,5.0,,,,,,,,5.0,Atalanta,6,2014-15
7,0,Molina S.,Cen,C,5.0,,,,,,,,5.0,Atalanta,6,2014-15
8,0,Carmona C.,Cen,C,6.0,,,,,,,,6.0,Atalanta,6,2014-15
9,0,Denis G.,Att,A,5.5,,,,,,,,5.5,Atalanta,6,2014-15
10,0,Boakye R.,Att,A,5.0,,,,,,,,5.0,Atalanta,6,2014-15
11,0,Baselli D.,Cen,C,6.5,,,,,,,,6.5,Atalanta,6,2014-15
12,0,Moralez M.,Cen,C,6.5,,,,,,1.0,,6.0,Atalanta,6,2014-15
13,0,Bianchi R.,Att,A,5.5,,,,,,,,5.5,Atalanta,6,2014-15
0,0,Cragno A.,Por,P,5.0,-1.0,,,,,,,4.0,Cagliari,6,2014-15
1,0,Balzano A.,Dif,D,5.5,,,,,,,,5.5,Cagliari,6,2014-15
2,0,Rossettini L.,Dif,D,5.5,,,,,,1.0,,5.0,Cagliari,6,2014-15
3,0,Ceppitelli L.,Dif,D,6.0,,,,,,,,6.0,Cagliari,6,2014-15
4,0,Avelar D.,Dif,D,6.0,,,,,,,,6.0,Cagliari,6,2014-15
5,0,Crisetig L.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2014-15
6,0,Cossu A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2014-15
7,0,Ekdal A.,Cen,C,6.0,,,,,,,,6.0,Cagliari,6,2014-15
8,0,Dessena D.,Cen,C,6.5,,,,,,1.0,,6.0,Cagliari,6,2014-15
9,0,Ibarbo V.,Att,A,6.5,,,,,,1.0,,6.0,Cagliari,6,2014-15
10,0,Sau M.,Att,A,5.5,,,,,,,,5.5,Cagliari,6,2014-15
11,0,Joao Pedro G.,Cen,C,5.0,,,,,,,,5.0,Cagliari,6,2014-15
12,0,Longo S.,Att,A,5.0,,,,,,,,5.0,Cagliari,6,2014-15
13,0,Farias D.,Att,A,5.0,,,,,,,,5.0,Cagliari,6,2014-15
0,0,Leali N.,Por,P,6.0,-1.0,,,,,,,5.0,Cesena,6,2014-15
1,0,Capelli D.,Dif,D,5.5,,,,,,1.0,,5.0,Cesena,6,2014-15
2,0,Renzetti F.,Dif,D,6.0,,,,,,,,6.0,Cesena,6,2014-15
3,0,Magnusson H.,Dif,D,6.0,,,,,,,,6.0,Cesena,6,2014-15
4,0,Lucchini S.,Dif,D,6.0,,,,,,1.0,,5.5,Cesena,6,2014-15
5,0,Coppola M.,Cen,C,6.0,,,,,,1.0,,5.5,Cesena,6,2014-15
